Captura de tela 2025-03-16 170551.png,60.853924,44.385338,-200.11838,62.233738,41.034866,-195.40898,63.249043,40.809433,-195.50111,64.245674,40.57012,-195.4855,59.280754,40.90199,-196.37498,58.108215,40.615192,-196.47183,56.93001,40.29998,-196.51039,64.41395,40.014736,-147.40036,54.282616,39.703144,-150.13698,62.13048,46.99273,-179.27013,58.75184,47.265274,-180.69719,76.65001,53.718292,-97.48461,42.013443,52.816116,-97.45665,93.2176,76.18991,-77.70861,23.410006,68.92478,-103.17851,88.538315,97.644485,-107.946,19.452631,86.65401,-153.10971,87.69876,104.0994,-119.053375,17.818773,93.03098,-166.8361,84.46489,102.5305,-129.58427,20.872417,92.92506,-175.70831,83.75761,100.60736,-112.18683,22.471468,91.21157,-157.75954,65.71865,96.80123,-1.883031,46.680367,96.17651,1.8080308,64.84903,117.12413,-124.15592,39.210457,126.184135,-15.476702,65.10184,155.18729,-74.86895,27.76687,157.5863,54.89654,63.109962,160.98555,-73.01879,27.458319,161.11075,59.098785,66.93099,165.83253,-132.17719,27.494411,168.52794,3.7213912
Captura de tela 2025-03-16 171423.png,247.54271,73.02716,-176.03842,249.01407,64.09691,-161.48897,250.12798,64.17822,-161.67479,251.35216,64.32634,-161.64008,244.16028,62.339455,-177.95071,241.55612,61.196667,-178.17361,238.85541,60.0673,-178.24817,244.28624,63.97353,-75.75744,227.64642,58.49015,-150.09805,243.95583,79.15794,-140.17395,238.9109,78.508705,-162.91722,236.1062,101.70152,26.163324,192.29608,88.42692,-150.88844,228.03659,151.2342,88.229866,144.3172,133.58067,-191.74571,248.70876,189.50151,37.326603,177.08372,178.03024,-242.91158,255.2849,204.59053,30.128912,185.16052,193.90321,-269.6699,258.16223,203.82867,4.8596764,192.15184,189.73427,-269.13364,254.45847,197.67369,26.137695,190.88214,185.31564,-243.22696,196.72786,202.4109,58.242306,160.59958,200.55334,-58.361053,222.73708,258.3659,-86.71095,123.1557,278.93192,-87.54333,194.55823,338.13654,-27.30518,71.101105,338.1353,3.7977717,180.71617,352.7517,-26.107014,58.62461,342.973,9.47887,224.23737,360.3784,-107.09722,77.41583,373.7083,-80.19197
Captura de tela 2025-03-16 171719.png,315.84546,87.81774,-81.072815,317.05643,77.17818,-77.008865,316.02615,76.01737,-77.23574,314.84692,74.674866,-77.213326,316.18542,77.382065,-101.8106,314.7635,76.54959,-102.02136,312.781,75.378235,-102.110374,300.11462,68.82719,-42.47437,297.92383,69.67663,-154.29391,303.10226,92.895256,-62.413113,302.39267,92.50727,-96.41585,257.6537,94.69792,18.993645,232.50644,84.81147,-191.83797,217.70082,151.89337,64.83786,196.27411,148.32526,-220.3497,192.61978,199.14943,40.12789,241.05396,208.85005,-193.30992,183.9066,214.20256,38.24606,247.94662,225.3604,-214.81569,187.61148,212.4477,21.284212,254.99637,223.70102,-204.95735,190.66632,207.13216,33.47975,252.12172,218.72878,-188.15364,194.01794,198.78973,66.193794,162.92458,197.59525,-66.26596,256.66827,248.52429,74.27543,133.65598,294.97757,-86.09136,224.50972,339.2756,95.93285,49.60609,364.39108,-106.63697,208.11957,358.3408,93.59926,24.772203,375.84747,-110.4598,268.7258,363.19568,52.381554,82.93441,393.39355,-185.43845
Captura de tela 2025-03-16 172323.png,40.837902,44.734077,-189.87732,41.24717,40.14598,-182.40677,41.75578,39.960617,-182.48027,42.251225,39.822124,-182.47537,38.746624,40.091278,-188.41576,37.354473,39.955765,-188.52863,35.83815,39.904152,-188.58194,39.69118,39.95948,-129.49344,31.415356,40.537888,-156.09622,40.283497,47.793835,-167.93205,37.757107,47.660797,-176.20955,47.775005,57.70356,-70.74142,14.36374,60.15713,-121.36416,52.772118,82.46807,-44.457043,5.6696134,89.46507,-135.62914,52.538464,105.57419,-78.222725,14.2430315,110.16115,-175.2515,52.54882,111.885284,-86.2113,12.938593,117.8872,-191.40327,51.171726,111.625496,-100.01595,17.009726,117.472115,-197.71213,50.0137,109.27968,-83.96138,17.775412,114.8794,-178.06133,37.019577,100.25865,12.822568,18.158052,100.297104,-12.921618,33.394886,125.68624,-112.805595,16.826353,131.31137,-85.78781,34.97125,169.463,-131.87764,10.511209,172.32343,-65.79907,36.28282,179.01582,-137.3095,9.17309,176.87213,-67.140625,41.11884,175.28645,-201.3391,13.283786,180.88724,-133.16405
Captura de tela 2025-03-16 172502.png,71.75696,45.120884,-232.75757,74.1346,40.224884,-224.74634,75.63538,40.212666,-224.86052,77.00648,40.240852,-224.86421,69.02298,40.080956,-225.93149,67.16051,40.11457,-226.08417,65.53936,40.187622,-226.15808,77.29668,41.646275,-166.90921,62.47265,41.459225,-171.20718,74.03497,49.121994,-208.98654,68.486465,49.05859,-211.05882,89.561134,66.35874,-115.64438,46.648167,68.088745,-113.75933,100.76847,94.654396,-96.54998,37.991074,98.87379,-116.75466,100.07586,120.53906,-131.93056,40.60136,125.635994,-162.42442,101.14939,129.87833,-143.26178,40.360123,135.29622,-175.82025,97.92327,129.22794,-156.8965,44.074345,133.98589,-189.05304,96.21428,125.674034,-137.15935,45.021458,130.50851,-168.44398,77.73597,116.305725,-0.21313952,54.35306,117.796165,0.077737264,73.95439,151.0426,-169.8357,53.559883,154.01294,-83.48519,77.53329,205.86787,-195.87909,50.181618,201.96263,-58.106434,78.266464,216.95009,-203.16756,50.046295,209.80844,-59.897755,80.14775,216.9023,-289.59943,50.132545,216.66562,-142.62985
Captura de tela 2025-03-16 172654.png,406.10767,17.575628,-26.150755,407.96204,4.3437247,-25.743343,406.09503,3.9847026,-25.996237,403.57263,3.5777347,-25.987001,409.01218,5.623638,-48.4093,408.31247,6.0467505,-48.694477,407.22455,6.357975,-48.791203,384.7856,1.9009258,-1.7221737,392.19144,5.891953,-103.49854,390.7435,21.508993,-8.946299,391.46652,22.421486,-40.61552,321.2269,39.494194,72.57193,333.57492,42.562614,-147.88779,269.96964,136.12006,123.55174,296.25885,147.17502,-183.80629,265.49762,234.91951,116.03539,330.70703,240.432,-153.3749,264.14062,254.76955,118.18646,334.6398,265.01828,-179.47,272.87988,249.15622,90.11972,344.32132,265.0597,-171.91013,271.8501,253.78358,105.316986,342.5735,259.01672,-150.83615,236.61609,196.43993,71.29143,238.7268,202.20125,-71.543755,346.31595,279.36426,134.41756,202.82225,335.16025,-69.158264,311.43616,407.76727,175.94286,93.77723,427.20685,-44.65976,292.21402,435.17682,173.75972,64.39548,438.34048,-43.59409,332.1817,446.88516,125.95669,131.62164,466.8558,-107.18558
Captura de tela 2025-03-16 174709.png,286.38477,96.895355,124.193726,289.0755,90.60113,134.29526,288.5785,89.853485,134.15176,288.01724,89.28206,134.1729,289.0526,88.86539,111.047615,288.57516,86.62731,110.87615,288.10123,84.35185,110.83567,282.50504,81.036476,177.62187,282.06448,75.64905,71.02911,279.63214,96.781006,144.06985,280.01312,95.00231,111.85086,246.8484,107.478516,223.42007,254.8443,77.204666,-11.077465,219.37349,157.19333,249.15935,254.8548,119.45736,-99.38914,219.84366,210.55557,204.0137,274.7819,180.09085,-133.39491,216.65622,225.827,202.85922,276.15192,199.08412,-160.64728,220.9401,223.57898,184.23677,279.25513,200.94806,-152.67076,222.5638,217.9649,195.23503,278.29074,195.45178,-131.3426,207.0557,194.43706,75.60631,190.8234,185.82773,-75.740944,265.47083,243.33693,74.473404,185.4281,284.98972,-155.04071,239.35445,334.95605,46.465637,112.863014,372.0055,-255.18501,225.1656,352.12216,38.819286,91.7781,383.77875,-266.7929,281.172,355.0282,-0.34644362,152.41728,399.53964,-339.90692
Captura de tela 2025-03-16 175147.png,305.0508,33.02357,-156.7206,304.47287,20.000536,-140.32834,304.71948,20.062677,-140.61418,305.17697,20.124443,-140.6491,298.98187,16.449884,-160.41963,295.0123,13.852841,-160.64288,290.4114,11.074896,-160.73898,288.77313,17.985409,-60.784634,270.10242,10.496141,-149.28688,295.95312,42.07258,-124.10965,289.81134,40.466045,-151.69148,280.06894,101.03402,9.7290125,190.72171,67.77257,-161.13826,271.87354,173.00519,15.818632,152.16801,148.89436,-174.28857,265.28967,212.55435,-134.2353,192.5529,228.66106,-198.34848,257.03052,234.29536,-167.15582,198.16087,254.81787,-230.50195,251.12714,224.55104,-189.67686,210.83757,251.35634,-241.10214,250.01138,216.79738,-146.4954,209.668,241.47939,-202.79793,205.30382,231.88492,60.68644,151.46692,224.40137,-60.879395,252.1078,300.72125,-94.157906,113.58305,351.76364,-71.008125,238.13846,421.74777,0.012613703,30.248432,425.62814,46.204865,221.62714,441.90457,3.2604864,12.98925,428.9765,54.06852,275.19766,463.3509,-94.830185,43.55912,473.82718,-50.324333
Captura de tela 2025-03-16 201322.png,145.81154,53.843544,-57.038338,147.57164,49.811058,-54.974174,147.28603,49.271164,-55.077564,146.97937,48.60674,-55.07192,147.1708,49.55162,-65.09193,146.5819,48.804493,-65.18675,145.81592,47.82047,-65.21615,141.9324,43.643063,-34.6293,140.48737,42.57417,-79.82691,139.7409,53.429806,-46.312325,139.41289,53.161427,-60.21102,124.426765,49.616093,2.5480359,114.888916,50.42607,-92.20465,103.53151,80.34214,29.386763,90.56707,79.79511,-101.81974,97.943405,107.37291,21.023872,94.16199,113.69068,-88.88958,95.97824,116.88227,21.028576,92.92942,122.84042,-98.837456,98.46161,114.1941,9.59756,97.5902,123.22246,-97.07799,99.54971,111.28285,16.465965,98.06491,120.132935,-88.05572,88.47996,97.612015,30.369589,77.07943,98.13544,-30.409025,120.44428,131.06613,18.428032,67.34187,144.3314,-30.660137,105.63769,175.86995,28.08469,39.405704,186.29323,-19.388033,96.74881,183.28421,27.34888,31.292864,192.45389,-18.57176,122.70727,190.46991,11.79109,56.73964,199.6932,-42.97611
Captura de tela 2025-03-16 201622.png,155.37167,65.88948,-32.905193,157.01784,61.217903,-30.484344,156.4941,60.417343,-30.567772,155.8975,59.498222,-30.56725,156.90248,61.15161,-43.098637,156.32272,60.426723,-43.194546,155.65681,59.58912,-43.222775,150.30765,54.257473,-11.216475,149.90482,54.563408,-68.118256,149.04193,66.241325,-22.603334,149.0571,65.96678,-39.84317,124.2465,64.556244,25.169891,122.26666,65.00242,-88.7812,101.10595,94.72961,48.55443,99.86894,96.829025,-102.16836,93.31958,125.05386,33.10809,99.53692,133.09824,-92.74128,91.57876,135.75523,31.242216,95.75677,141.32806,-104.80452,94.30572,136.94585,19.041975,98.68077,142.47308,-104.08261,96.38366,133.41853,27.757072,100.59138,140.2043,-92.18627,95.98116,124.26181,36.956623,85.22997,123.28856,-36.99561,123.12551,163.7698,18.39395,74.79143,172.59447,-67.06645,102.31519,211.00041,28.422579,45.54473,222.57289,-70.02572,94.19301,218.30867,27.193434,37.16449,229.45735,-71.177505,117.22173,223.49509,3.8981388,66.17876,233.30247,-107.48505
